ItiEuropeen	route	longueur	prD	depPrD	concessionPrD	absD	xD	yD	zD	prF	depPrF	concessionPrF	absF	xF	yF	zF
E62	A0040	95782	102	1	C	848	915315,38	6565086,75	0	198	1	C	630	845987,14	6580010,85	0
E21	A0040	3170	204	1	C	160	842498,78	6583744,38	0	207	71	C	330	840610,55	6585641,55	0
E712	A0041	35200	1	38	C	950	918456,19	6459961,97	0	37	38	C	150	935093,44	6488853,32	0
E712	A0041	27100	37	38	C	150	935093,44	6488853,32	0	112	73	C	750	930868	6526235,19	0
E712	A0041	26250	112	73	C	750	930868	6526235,19	0	138	74	C	1000	942193,34	6547412,95	0
E62	A0041N	1700	0	74	C	0	938862,5	6565672,16	0	1	74	C	700	939285,66	6564003,71	0
E611	A0042	4342	0	69	N	0	847164,73	6522229,54	0	4	69	N	329	849733,74	6524868,24	0
E611	A0042	48271	4	69	N	329	849733,74	6524868,24	0	52	1	C	600	879687,29	6554742,98	0
E711	A0043	2397	1	69	N	0	847364,63	6516194,42	0	3	69	N	401	849628,22	6515743,8	0
E711	A0043	12597	3	69	N	401	849628,22	6515743,8	0	15	69	C	950	860329,17	6509390,12	0
E70	A0043	8450	7	69	C	500	852978,24	6513378,53	0	15	69	C	950	860329,17	6509390,12	0
E70	A0043	50300	15	69	C	950	860329,17	6509390,12	0	66	38	C	250	906740,54	6500527,98	0
E711	A0043	25800	15	69	C	950	860329,17	6509390,12	0	41	38	C	750	883099,94	6498992,03	0
E70	A0043	53905	66	38	C	250	906740,54	6500527,98	0	127	73	C	455	952894,78	6500502,21	0
E712	A0043	9500	96	73	C	0	930006,73	6499808,25	0	105	73	C	1000	936020,69	6492688,39	0
E70	A0043	67457	127	73	C	455	952894,78	6500502,21	0	194	73	C	912	988427,65	6461782,82	0
E15	A0046	7065	0	69	C	0	833468,11	6539266,55	0	7	69	C	65	839341,35	6535834,49	0
E15	A0046	1955	7	69	C	65	839341,35	6535834,49	0	9	1	C	20	841119,91	6535244,66	0
E15	A0046	2630	9	1	C	20	841119,91	6535244,66	0	11	69	C	650	843565,07	6536157,78	0
E15	A0046	1030	11	69	C	650	843565,07	6536157,78	0	12	1	C	680	844473,67	6535628,56	0
E15	A0046	698	12	1	C	680	844473,67	6535628,56	0	13	69	C	378	845144,37	6535355,16	0
E15	A0046	3832	13	69	C	378	845144,37	6535355,16	0	17	1	C	210	847462,43	6532657,16	0
E15	A0046	1280	17	1	C	210	847462,43	6532657,16	0	18	69	C	490	847794,32	6531494,74	0
E15	A0046	1465	18	69	C	490	847794,32	6531494,74	0	19	1	C	955	848143,13	6530032,43	0
E15	A0046	5781	19	1	C	955	848143,13	6530032,43	0	25	69	C	736	849399,6	6524746,61	0
E15	A0046	21742	40	69	C	0	852970,12	6513422,66	0	62	69	C	612	840302,41	6500067,28	0
E70	A0046	21742	40	69	C	0	852970,12	6513422,66	0	62	69	C	612	840302,41	6500067,28	0
E70	A0047	13129	0	69	N	0	840247,08	6500619,17	0	13	69	N	990	828317,71	6494818,16	0
E70	A0047	16265	14	42	N	0	828317,71	6494818,16	0	29	42	N	1316	816734	6486007,59	0
E711	A0048	49950	41	38	C	0	883012,59	6499035,53	0	90	38	C	950	908834,67	6463261,19	0
E713	A0048	6952	83	38	C	998	905348,48	6469045,78	0	90	38	C	950	908834,67	6463261,19	0
E711	A0048	7000	91	38	N	0	908834,67	6463261,19	0	97	38	N	1000	913428,4	6458605,6	0
E713	A0048	7000	91	38	N	0	908834,67	6463261,19	0	97	38	N	1000	913428,4	6458605,6	0
E713	A0049	44500	0	38	C	0	905357,72	6469131,28	0	44	38	C	500	874243,16	6444995,49	0
E713	A0049	17400	44	38	C	500	874243,16	6444995,49	0	61	26	C	900	859889,07	6437431,02	0
E712	A0051	17727	0	13	N	0	890569,09	6257848,52	0	17	13	N	812	896351,63	6273105,52	0
E712	A0051	34890	23	13	C	0	898853,49	6276894,33	0	58	13	C	200	920536,85	6294546,76	0
E712	A0051	2650	58	13	C	200	920536,85	6294546,76	0	60	84	C	850	921738,3	6296979,99	0
E712	A0051	65800	60	84	C	850	921738,3	6296979,99	0	126	4	C	650	932269	6354647,83	0
E712	A0051	26240	126	4	C	650	932269	6354647,83	0	152	5	C	890	940947,94	6376042,78	0
E80	A0054	20492	0	30	C	0	808041,44	6302551,51	0	20	30	C	492	823361,35	6290761,44	0
E80	A0054	28438	20	30	C	492	823361,35	6290761,44	0	73	13	C	227	871717,61	6283329,71	0
E9	A0061	29844	229	31	C	0	577069,12	6283244,46	0	259	31	C	630	590890,23	6258751,82	0
E80	A0061	34873	240	31	C	417	578290,21	6273937,91	0	275	31	C	290	603988,72	6250569,95	0
E80	A0061	103040	275	31	C	290	603988,72	6250569,95	0	378	11	C	330	699025,87	6228688,9	0
E72	A0062	11150	0	33	N	0	418866,51	6415152,2	0	9	33	N	992	423081,25	6405546,7	0
E72	A0062	46980	10	33	C	0	423081,67	6405545,8	0	56	33	C	980	460264,16	6382087,61	0
E72	A0062	81670	56	33	C	980	460264,16	6382087,61	0	138	47	C	650	520296,55	6336643,54	0
E72	A0062	61468	138	47	C	650	520296,55	6336643,54	0	200	82	C	118	564782,94	6307952,03	0
E9	A0062	8013	192	82	C	105	564260,75	6315715,74	0	200	82	C	118	564782,94	6307952,03	0
E9	A0062	2774	200	82	C	118	564782,94	6307952,03	0	202	31	C	892	566028,19	6305628,74	0
E72	A0062	2774	200	82	C	118	564782,94	6307952,03	0	202	31	C	892	566028,19	6305628,74	0
E9	A0062	2612	202	31	C	892	566028,19	6305628,74	0	205	82	C	504	567473,32	6303399,29	0
E72	A0062	2612	202	31	C	892	566028,19	6305628,74	0	205	82	C	504	567473,32	6303399,29	0
E9	A0062	24282	205	82	C	504	567473,32	6303399,29	0	229	31	C	786	577069,12	6283244,46	0
E72	A0062	20310	205	82	C	504	567473,32	6303399,29	0	225	31	C	814	573542,38	6284650,31	0
E5	A0063	36090	0	64	C	0	314628,4	6260557,79	0	36	64	C	90	340773,04	6278483,03	0
E70	A0063	36090	0	64	C	0	314628,4	6260557,79	0	36	64	C	90	340773,04	6278483,03	0
E80	A0063	31400	0	64	C	0	314628,4	6260557,79	0	31	64	C	400	339955,69	6274304,32	0
E5	A0063	30410	36	64	C	90	340773,04	6278483,03	0	66	40	C	500	359232,26	6298324,31	0
E70	A0063	30410	36	64	C	90	340773,04	6278483,03	0	66	40	C	500	359232,26	6298324,31	0
E5	A0063	47115	0	33	N	0	412830,86	6416488,91	0	46	33	N	850	396802,88	6378828,02	0
E70	A0063	47115	0	33	N	0	412830,86	6416488,91	0	46	33	N	850	396802,88	6378828,02	0
E80	A0064	21115	11	64	C	0	349165,91	6271014,27	0	32	64	C	235	366049,28	6277618,38	0
E80	A0064	1947	32	64	C	235	366049,28	6277618,38	0	34	40	C	182	367735,75	6276978,72	0
E80	A0064	182	34	40	C	182	367735,75	6276978,72	0	34	40	C	364	367933,6	6276961,92	0
E80	A0064	1718	34	40	C	364	367933,6	6276961,92	0	36	40	C	82	369621,94	6276745,3	0
E80	A0064	1266	36	40	C	82	369621,94	6276745,3	0	37	64	C	348	370821,83	6276400,43	0
E80	A0064	898	37	64	C	348	370821,83	6276400,43	0	38	40	C	246	371750,17	6276464,05	0
E80	A0064	511	38	40	C	246	371750,17	6276464,05	0	38	40	C	757	371935,19	6276477,82	0
E80	A0064	323	38	40	C	757	371935,19	6276477,82	0	39	40	C	80	372503,18	6276330,61	0
E80	A0064	1735	39	40	C	80	372503,18	6276330,61	0	40	64	C	815	374173,7	6275965,09	0
E80	A0064	2199	40	64	C	815	374173,7	6275965,09	0	43	40	C	14	376227,35	6276346,14	0
E80	A0064	81435	43	40	C	14	376227,35	6276346,14	0	124	64	C	449	446137,67	6243770,64	0
E80	A0064	1858	124	64	C	449	446137,67	6243770,64	0	126	65	C	307	447869,14	6243210,33	0
E80	A0064	5352	126	65	C	307	447869,14	6243210,33	0	131	64	C	659	452493,26	6241754,51	0
E80	A0064	55312	131	64	C	659	452493,26	6241754,51	0	186	65	C	971	498809,68	6224497,35	0
E80	A0064	47174	186	65	C	971	498809,68	6224497,35	0	234	31	C	145	539659,04	6236468,6	0
E80	A0064	39530	234	31	C	270	539760,32	6236540,29	0	273	31	N	800	563950,24	6265317,13	0
E80	A0064	13541	274	31	N	89	564068,55	6265520,9	0	287	31	C	698	572571,05	6275731,78	0
E9	A0066	20761	0	31	C	0	590388,76	6259078,08	0	20	31	C	761	592357,95	6243354,96	0
E9	A0066	3690	20	31	C	761	592357,95	6243354,96	0	24	9	C	451	590699,38	6240104,81	0
E9	A0066	1955	24	9	C	451	590699,38	6240104,81	0	26	31	C	406	589631,74	6238478,77	0
E9	A0066	11794	26	31	C	406	589631,74	6238478,77	0	38	9	C	200	588125,32	6227193,64	0
E9	A0071	27990	97	45	C	0	614047,69	6757265,57	0	125	45	C	788	618446,02	6731096,5	0
E60	A0071	1585	97	45	C	0	614047,69	6757265,57	0	99	45	C	448	614060,93	6755793,08	0
E9	A0071	47702	125	45	C	788	618446,02	6731096,5	0	173	41	C	497	627624,92	6686465,24	0
E9	A0071	3510	173	41	C	497	627624,92	6686465,24	0	176	18	C	1000	628995,15	6683486,68	0
E11	A0071	31537	177	18	C	762	629641,05	6683080,12	0	209	18	C	310	649442,33	6660697,51	0
E11	A0071	64884	209	18	C	310	649442,33	6660697,51	0	274	18	C	194	666363,12	6603548,54	0
E11	A0071	78556	274	18	C	194	666363,12	6603548,54	0	352	3	C	750	709325,28	6553009,81	0
E62	A0071	23050	294	3	C	950	678079,49	6588623,96	0	317	3	C	1000	697518,58	6581087,07	0
E11	A0071	35817	352	3	C	750	709325,28	6553009,81	0	388	63	C	567	710911,53	6519472,54	0
E70	A0071	20000	365	63	C	0	707755,41	6541245,43	0	384	63	C	1000	711728,37	6522903,55	0
E70	A0072	38505	85	42	C	0	786509,98	6525077,17	0	123	42	C	505	800813,03	6492219,43	0
E70	A0072	17058	0	42	N	0	811947,97	6482779,14	0	17	42	N	182	800252,76	6493268,86	0
E11	A0075	50320	0	63	N	0	710911,53	6519472,54	0	48	63	N	947	721371,86	6477149,47	0
E11	A0075	15005	49	43	N	0	721371,86	6477149,47	0	63	43	N	1000	716969,45	6464159,38	0
E11	A0075	50460	64	15	N	0	716969,45	6464159,38	0	114	15	N	580	718602,36	6420894,61	0
E11	A0075	64687	114	15	N	610	718613,36	6420866,89	0	179	48	N	412	711050,85	6366406,8	0
E11	A0075	35671	180	12	N	0	711050,85	6366406,8	0	215	12	N	318	701840,93	6337430,38	0
E11	A0075	626	215	12	N	318	701840,93	6337430,38	0	215	12	N	944	702262,42	6337005,95	0
E11	A0075	4094	215	12	N	944	702262,42	6337005,95	0	219	12	N	180	701682,1	6333157,65	0
E11	A0075	3773	219	12	N	180	701682,1	6333157,65	0	222	12	C	953	702102,35	6329423,83	0
E11	A0075	29822	222	12	C	953	702102,35	6329423,83	0	252	12	N	695	722649,63	6310615,04	0
E11	A0075	36083	253	34	N	0	722652,31	6310605,48	0	289	34	N	283	736023,51	6284240,52	0
E50	A0081	37841	174	72	C	0	487597,95	6775098,31	0	211	72	C	998	451540,39	6774653,35	0
E50	A0081	56269	211	72	C	998	451540,39	6774653,35	0	268	53	C	294	399172,09	6783591,4	0
E50	A0081	261	268	53	C	294	399172,09	6783591,4	0	268	53	C	555	398917,53	6783652,11	0
E60	A0082	2014	0	44	N	0	351013,11	6694676,47	0	2	44	N	245	349028,53	6694310,54	0
E3	A0083	4975	0	44	N	0	358163,95	6684889,62	0	5	44	N	475	358475,49	6680037,33	0
E3	A0083	21525	0	44	C	0	358475,49	6680037,33	0	21	44	C	525	368364,53	6661362,31	0
E3	A0083	55145	21	44	C	525	368364,53	6661362,31	0	76	85	C	670	387559,86	6612168,88	0
E3	A0084	49750	96	35	N	0	358426,79	6793060,52	0	146	35	N	382	379625,82	6830026,83	0
E3	A0084	51506	147	50	N	0	379625,82	6830026,83	0	207	50	N	650	402434,55	6878575,33	0
E401	A0084	35037	172	50	N	0	381344,93	6854062,95	0	207	50	N	650	402434,55	6878575,33	0
E3	A0084	4834	208	14	N	0	402434,55	6878575,33	0	211	14	N	1470	406841,11	6880057,56	0
E401	A0084	4834	208	14	N	0	402434,55	6878575,33	0	211	14	N	1470	406841,11	6880057,56	0
E3	A0084	4712	212	50	N	0	406841,11	6880057,56	0	217	50	N	142	410732,07	6882544,69	0
E401	A0084	9081	212	50	N	0	406841,11	6880057,56	0	221	50	N	759	414128,85	6885090,69	0
E401	A0084	42318	222	14	N	0	414128,85	6885090,69	0	262	14	N	822	450170,66	6901424,84	0
E60	A0085	47196	0	49	C	0	448793,35	6721110,98	0	47	49	C	950	479235,25	6690133,01	0
E60	A0085	42250	47	49	C	950	479235,25	6690133,01	0	90	37	C	193	515489,46	6692098,39	0
E60	A0085	9608	90	37	C	825	516109,92	6692216,18	0	100	37	C	439	525586,33	6691649,81	0
E5	A0086	4031	59	78	N	0	643050,18	6853275,22	0	63	78	N	183	639043,58	6853780,9	0
E70	A0089	36960	17	33	C	0	440696,62	6424679,7	0	54	33	C	595	466765,88	6437550,52	0
E70	A0089	110206	54	33	C	595	466765,88	6437550,52	0	164	24	C	800	562895,12	6453264,38	0
E70	A0089	108382	164	24	C	800	562895,12	6453264,38	0	289	19	C	905	659456,01	6502839,19	0
E70	A0089	109450	289	19	C	905	659456,01	6502839,19	0	447	63	C	670	755120,55	6530244,39	0
E70	A0089	948	447	63	C	670	755120,55	6530244,39	0	448	42	C	618	755772,34	6529612,81	0
E70	A0089	87	448	42	C	618	755772,34	6529612,81	0	448	42	C	705	755820,83	6529536,5	0
E70	A0089	153	448	42	C	705	755820,83	6529536,5	0	448	42	C	858	755894,7	6529407,53	0
E70	A0089	51	448	42	C	858	755894,7	6529407,53	0	448	42	C	909	755920	6529356,91	0
E70	A0089	206	448	42	C	909	755920	6529356,91	0	449	42	C	115	755986,63	6529197,13	0
E70	A0089	725	449	42	C	115	755986,63	6529197,13	0	449	42	C	840	756291,85	6528582,78	0
E70	A0089	34760	449	42	C	840	756291,85	6528582,78	0	484	42	C	600	786471,67	6524956,71	0
E15	A0104	7072	0	93	N	0	662371,94	6874825,62	0	7	93	N	78	668560,88	6874563,86	0
E15	A0104	20037	8	77	N	0	668560,88	6874563,86	0	28	77	N	500	675486,04	6859187,84	0
E54	A0105	7397	0	77	C	0	671475,83	6839853,1	0	6	77	C	837	673084,84	6833048,2	0
E5	A0131	15220	0	27	C	0	526679,58	6922669,49	0	15	27	C	220	516996,57	6932141,69	0
E5	A0131	17177	16	76	N	0	514638,04	6934469,55	0	33	76	N	393	498559,35	6936848,55	0
E50	A0320	13348	0	57	N	0	978087,54	6900181,42	0	13	57	N	635	988365,86	6907668,8	0
E23	A0330	6025	4	54	N	0	934535,77	6841125,78	0	9	54	N	1000	934109,77	6835327,29	0
E712	A0410	26790	139	74	C	0	942091,7	6547758,2	0	166	74	C	290	956638,72	6564096,93	0
E21	A0411	2153	0	74	C	0	948960,51	6569745,79	0	2	74	C	153	946908,94	6570407,82	0
E25	A0411	2153	0	74	C	0	948960,51	6569745,79	0	2	74	C	153	946908,94	6570407,82	0
E62	A0411	2153	0	74	C	0	948960,51	6569745,79	0	2	74	C	153	946908,94	6570407,82	0
E712	A0480	5306	7	38	N	124	912223,15	6454922,17	0	12	38	N	430	911012,19	6449833,19	0
E80	A0620	5974	11	31	N	801	573030,77	6275837,88	0	17	31	N	777	577911,67	6274615,51	0
E5	A0630	24581	0	33	N	0	423042,29	6426856,24	0	24	33	N	1030	413535,28	6416548,38	0
E70	A0630	9274	25	33	N	0	413535,28	6416548,38	0	33	33	N	1217	420744,87	6417841,42	0
E70	A0710	6870	0	63	C	0	711718,93	6522879,74	0	7	63	C	200	717782,33	6525472,01	0
E62	A0714	9544	15	3	C	0	669864,56	6586625,98	0	24	3	C	1094	677475,43	6588359,8	0
E11	A0750	26295	10	34	N	0	761263,45	6281863,63	0	37	34	N	1078	736433,37	6284110,38	0
E602	A0837	36480	0	17	C	0	391633,72	6548882,11	0	37	17	C	340	415104,86	6526825,68	0
E3	A0844	1935	35	44	N	0	351425,09	6694795,65	0	36	44	N	940	353313,03	6695108,77	0
E60	A0844	1935	35	44	N	0	351425,09	6694795,65	0	36	44	N	940	353313,03	6695108,77	0
E46	N0002	4212	25	2	N	832	722529,63	6918550,15	0	28	2	N	1144	726023,65	6918981,35	0
E44	N0002	753	116	2	N	217	765810,9	6986572,92	0	116	2	N	970	765852,97	6987315,99	0
E52	N0004	1523	44	67	N	0	1048459,44	6841195,3	0	45	67	N	522	1049658,03	6840545,54	0
E603	N0010	6317	45	16	N	0	480557,32	6515077,35	0	50	16	N	950	476161,54	6510768,99	0
E606	N0010	50582	50	16	N	950	476161,54	6510768,99	0	101	16	N	1148	447086	6474317,68	0
E606	N0010	19581	0	17	N	0	447086	6474317,68	0	19	17	N	762	437779,16	6457520,65	0
E606	N0010	18655	0	33	N	0	437779,16	6457520,65	0	19	33	N	118	430130,1	6441131,06	0
E5	N0010	2615	96	33	N	0	396802,59	6378827,07	0	98	33	N	615	395957,44	6376386,4	0
E70	N0010	2615	96	33	N	0	396802,59	6378827,07	0	98	33	N	615	395957,44	6376386,4	0
E5	N0010	89605	0	40	N	0	395957,44	6376386,4	0	88	40	N	195	359221,13	6298389,66	0
E70	N0010	89605	0	40	N	0	395957,44	6376386,4	0	88	40	N	195	359221,13	6298389,66	0
E601	N0011	11866	54	79	N	0	424663,63	6577511,4	0	65	79	N	673	415161,74	6572900,26	0
E601	N0011	35292	0	17	N	0	415161,74	6572900,26	0	35	17	N	150	382042,94	6571796,68	0
E3	N0011	8236	26	17	N	935	389576,32	6574739,27	0	35	17	N	150	382042,94	6571796,68	0
E5	N0012	8606	19	78	N	0	637605,55	6854421,36	0	27	78	N	628	629621,86	6855558,37	0
E50	N0012	37503	63	35	N	0	349082,51	6790368,25	0	100	35	N	1040	318575,81	6807903,83	0
E50	N0012	123627	0	22	N	0	318575,81	6807903,83	0	123	22	N	872	214464,16	6850027,02	0
E401	N0012	27041	27	22	N	760	299657,65	6825257,66	0	54	22	N	650	277466,46	6837153	0
E50	N0012	70281	0	29	N	0	214464,16	6850027,02	0	70	29	N	80	149901,31	6840747,92	0
E46	N0013	59856	69	14	N	630	450279,71	6904422,46	0	128	14	N	706	398939,66	6919799,12	0
E46	N0013	56504	0	50	N	0	398939,66	6919799,12	0	57	50	N	399	369437,55	6958054,48	0
E3	N0013	51427	5	50	N	147	393931,74	6919873,52	0	57	50	N	399	369437,55	6958054,48	0
E402	N0015	1997	12	76	N	0	562614,4	6927773,35	0	14	76	N	586	560782,09	6928613,62	0
E54	N0019	8854	15	94	N	0	662769,99	6851621,75	0	24	94	N	403	668812,32	6846112,97	0
E54	N0019	2092	0	77	N	0	668812,32	6846112,97	0	2	77	N	75	670384,73	6844756,96	0
E54	N0019	41146	55	52	N	0	870907,54	6761973,64	0	96	52	N	139	900704,64	6744482,6	0
E54	N0019	98890	0	70	N	0	900704,64	6744482,6	0	98	70	N	343	985050,45	6733580,39	0
E23	N0019	671	42	70	N	546	937838,21	6730232,93	0	43	70	N	200	938480,29	6730073,87	0
E9	N0020	81255	18	9	N	0	588136,76	6226913,99	0	98	9	N	688	600927,48	6165326,2	0
E9	N0020	19203	14	66	N	0	603236,2	6160388,74	0	32	66	N	1170	612726,61	6148787,98	0
E402	N0028	7043	1	76	N	1016	564035,81	6928088,16	0	7	76	N	848	565667,47	6933851,71	0
E46	N0031	18893	0	76	N	0	563762,23	6928164,09	0	18	76	N	1293	580359,78	6928920,99	0
E46	N0031	2556	0	27	N	0	580359,78	6928920,99	0	2	27	N	843	582695,97	6929325,59	0
E46	N0031	29953	22	76	N	0	582695,97	6929325,59	0	51	76	N	852	609899,98	6929990,66	0
E46	N0031	17091	0	60	N	0	609899,98	6929990,66	0	16	60	N	1003	625049	6925076,85	0
E46	N0031	81494	17	60	N	0	625049	6925076,85	0	104	60	N	134	706600,06	6921818,39	0
E46	N0031	41347	0	2	N	0	706600,06	6921818,39	0	44	2	N	985	746832,03	6912559,89	0
E46	N0031	25811	0	51	N	0	746832,03	6912559,89	0	25	51	N	313	771055,71	6906421,79	0
E44	N0043	1290	29	8	N	0	844691,57	6955051,63	0	30	8	N	639	843643,59	6955765,19	0
E44	N0043	3957	41	8	N	0	824172,77	6960892,89	0	44	8	N	1172	822953,83	6964273,95	0
E420	N0043	3957	41	8	N	0	824172,77	6960892,89	0	44	8	N	1172	822953,83	6964273,95	0
E44	N0043	17807	46	8	N	0	823353,97	6964837,46	0	62	8	N	831	808566,1	6972936,95	0
E420	N0043	17778	46	8	N	0	823353,97	6964837,46	0	62	8	N	802	808594,74	6972931,68	0
E420	N0044	7015	14	51	N	0	773648,46	6909616,21	0	21	51	N	865	777954,11	6904604,88	0
E420	N0051	34578	41	8	N	0	810436,68	6982884,4	0	89	8	N	423	789221,57	6921213,55	0
E46	N0051	23798	68	8	N	0	802548,76	6937229,68	0	89	8	N	423	789221,57	6921213,55	0
E46	N0051	10295	0	51	N	0	789221,57	6921213,55	0	9	51	N	1020	783428,14	6913074,87	0
E420	N0051	10295	0	51	N	0	789221,57	6921213,55	0	9	51	N	1020	783428,14	6913074,87	0
E411	N0052	25039	0	54	N	0	911771,96	6927917,52	0	24	54	N	962	903184,8	6942618,72	0
E44	N0052	6748	18	54	N	300	899221,17	6938832,8	0	24	54	N	962	903184,8	6942618,72	0
E23	N0057	22000	49	54	N	0	934109,77	6835327,29	0	70	54	N	1000	939210,97	6815759,83	0
E23	N0057	71849	0	88	N	0	939210,97	6815759,83	0	72	88	N	268	956935,01	6764680,24	0
E23	N0057	81843	0	70	N	0	956935,01	6764680,24	0	81	70	N	690	927037,1	6697253,05	0
E23	N0057	92833	0	25	N	0	927037,1	6697253,05	0	93	25	N	606	958378,02	6631256,05	0
E46	N0058	11696	0	8	N	0	848751,14	6964550,29	0	10	8	N	1436	843373,22	6955825,63	0
E29	N0061	18102	16	57	N	0	994567,63	6890407,03	0	35	57	N	1503	993509,13	6906525,13	0
E512	N0066	39668	0	88	N	0	966843,85	6776208,86	0	38	88	N	520	991140,25	6761533,9	0
E512	N0066	37585	0	68	N	0	991140,25	6761533,9	0	37	68	N	800	1020229,84	6747239,55	0
E607	N0070	43400	5	71	N	0	787549,79	6598084,1	0	47	71	N	1005	813925,39	6628658,06	0
E62	N0079	91640	0	3	N	0	697559,15	6580673,53	0	88	3	N	1330	776409,17	6596809,75	0
E62	N0079	75689	0	71	N	0	776409,17	6596809,75	0	79	71	N	819	838895,13	6577160,48	0
E607	N0079	11015	0	71	N	0	776409,17	6596809,75	0	13	71	N	694	787159,44	6597768,13	0
E607	N0080	28083	11	71	N	0	840599,55	6630360,78	0	39	71	N	385	813994,22	6628721,26	0
E25	N0083	10526	58	68	N	0	1024618,83	6789388,87	0	68	68	N	1006	1026800,86	6799183,29	0
E712	N0085	9510	49	38	N	0	911470,6	6451519,98	0	56	38	N	314	917568,57	6446390,68	0
E712	N0085	47915	56	38	N	314	917568,57	6446390,68	0	103	38	N	982	933538,01	6416315,83	0
E712	N0085	52707	0	5	N	0	933538,01	6416315,83	0	52	5	N	421	940950,6	6376084,12	0
E712	N0087	12373	0	38	N	0	912222,25	6455172,55	0	11	38	N	390	919463,08	6460270	0
E70	N0088	6026	30	42	N	0	816734	6486007,59	0	35	42	N	500	811959,76	6482802,07	0
E70	N0089	18622	33	33	N	500	440863,93	6424750,48	0	50	33	N	260	423119,22	6424888,09	0
E15	N0104	29450	0	77	N	0	672035,49	6858938,53	0	28	77	N	1074	665200,97	6836986,65	0
E50	N0104	29450	0	77	N	0	672035,49	6858938,53	0	28	77	N	1074	665200,97	6836986,65	0
E54	N0104	6125	16	77	N	1	670261,16	6844844,64	0	20	77	N	866	671513,05	6839186,45	0
E15	N0104	7915	29	91	N	0	665200,97	6836986,65	0	36	91	N	967	658213,45	6834634,4	0
E50	N0104	7915	29	91	N	0	665200,97	6836986,65	0	36	91	N	967	658213,45	6834634,4	0
E50	N0104	18873	40	91	N	200	656081,62	6837313,18	0	57	91	N	1000	639612,69	6839656,84	0
E80	N0113	19806	60	13	N	0	847952,07	6283762,1	0	78	13	N	1239	829970,82	6287906,83	0
E5	N0118	926	6	78	N	136	642839,33	6853297,79	0	7	78	N	57	643320,24	6852584,25	0
E5	N0118	15322	0	91	N	0	643320,24	6852584,25	0	15	91	N	370	640530,69	6841231,32	0
E7	N0134	84365	39	64	N	0	424899,52	6247964,38	0	123	64	N	278	411328,68	6194916,57	0
E3	N0136	9221	0	35	N	0	359937,67	6789832,15	0	9	35	N	84	352077,29	6785897,32	0
E50	N0136	15651	0	35	N	0	359937,67	6789832,15	0	15	35	N	571	348986,53	6790422,86	0
E3	N0136	3792	26	35	N	450	358420,38	6793041,03	0	30	35	N	260	359937,67	6789832,15	0
E3	N0137	137	118	17	N	0	382238,96	6571716,88	0	118	17	N	137	382214,95	6571851,52	0
E3	N0137	52752	28	44	N	995	353143,78	6695599,62	0	81	44	N	736	347387,05	6744850,91	0
E3	N0137	42813	0	35	N	0	347387,05	6744850,91	0	43	35	N	408	352093,41	6785955,8	0
E46	N0138	6227	9	76	N	0	554419,04	6917554,6	0	15	76	N	48	558528,33	6922087,27	0
E402	N0138	6227	9	76	N	0	554419,04	6917554,6	0	15	76	N	48	558528,33	6922087,27	0
E603	N0141	28701	43	87	N	0	557187,22	6529745,28	0	71	87	N	1005	530912,56	6534802,13	0
E603	N0141	30384	0	16	N	0	530912,56	6534802,13	0	31	16	N	304	503576,78	6528992,82	0
E603	N0141	31063	31	16	N	304	503576,78	6528992,82	0	62	16	N	260	480782,38	6514664,47	0
E603	N0141	48261	68	16	N	0	476531,75	6511185,84	0	116	16	N	310	434113,19	6516028,36	0
E603	N0141	16705	0	17	N	0	434113,19	6516028,36	0	16	17	N	658	420140,82	6522633,94	0
E62	N0145	28021	0	87	N	0	551329,95	6560265,96	0	29	87	N	835	575403,58	6568411,95	0
E62	N0145	89077	0	23	N	0	575403,58	6568411,95	0	91	23	N	693	655180,31	6577023,67	0
E62	N0145	18933	0	3	N	0	655154,44	6577296,52	0	15	3	N	660	670104,37	6586684,47	0
E62	N0147	25477	38	87	N	409	551193,45	6560417,78	0	61	87	N	1215	535909,11	6575973,83	0
E62	N0147	67269	0	86	N	0	535908,56	6575974,66	0	65	86	N	1003	492869,16	6618243,36	0
E62	N0149	25458	0	86	N	0	492869,16	6618243,36	0	29	86	N	223	467949,79	6622098,66	0
E62	N0149	61490	0	79	N	0	467949,79	6622098,66	0	59	79	N	700	423126,52	6649194,31	0
E62	N0149	5957	75	85	N	0	408792,7	6655147,27	0	3	85	N	323	400553,03	6661663,28	0
E50	N0157	40835	0	35	N	0	398917,53	6783652,11	0	41	35	N	780	359582,23	6789229,63	0
E60	N0165	58183	7	44	N	126	348905,77	6694285,07	0	65	44	N	1000	303205,58	6725787,3	0
E60	N0165	108836	0	56	N	0	303205,58	6725787,3	0	109	56	N	326	215688,2	6767690,41	0
E60	N0165	112343	0	29	N	0	215688,2	6767690,41	0	113	29	N	340	152793,46	6835857,9	0
E3	N0174	41580	0	50	N	0	410788,91	6882686,25	0	46	50	N	870	393867,39	6919743,23	0
E3	N0175	10920	39	50	N	0	381333,15	6854075,19	0	49	50	N	400	380246,06	6845642,83	0
E401	N0175	24044	39	50	N	0	381333,15	6854075,19	0	62	50	N	500	369467,61	6838505,05	0
E401	N0176	3420	46	50	N	0	369467,61	6838505,05	0	48	50	N	1257	366102,5	6838611,26	0
E401	N0176	33172	0	35	N	0	366102,5	6838611,26	0	33	35	N	575	333243,15	6837884,72	0
